Service,Rake Num,Start Station,Start Time,End Station,End Time,Direction,service time,Same Jurisdiction,Step Back Rake,Step Back Location,mergedRakeNum1,mergedRakeNum2
544,736,PVGW UP,21:29,PVGW DN,22:04,UP,35,yes,No StepBack,No StepBack,1980,2381
349,710,KKDA UP,21:30,VND,21:37,UP,7,yes,No StepBack,No StepBack,2148,2150
906,745,MUPR,21:30,KKDA UP,21:45,UP,15,yes,No StepBack,No StepBack,2187,None
545,719,PVGW UP,21:34,PVGW DN,22:14,UP,40,yes,No StepBack,No StepBack,1994,2390
350,707,PVGW DN,21:34,KKDA DN,22:40,DN,66,no,No StepBack,No StepBack,2355,2356
907,746,KKDA DN,21:35,MUPR,21:50,DN,15,yes,No StepBack,No StepBack,2237,None
908,730,MUPR,21:35,KKDA UP,21:51,UP,16,yes,No StepBack,No StepBack,2201,None
351,716,KKDA UP,21:35,PVGW UP,22:41,UP,66,no,No StepBack,No StepBack,2162,2163
909,721,MUPR,21:40,KKDA UP,21:55,UP,15,yes,No StepBack,No StepBack,2215,None
352,720,KKDA UP,21:40,PVGW UP,22:47,UP,67,no,No StepBack,No StepBack,2177,2178
546,738,PVGW UP,21:40,MKPD,21:55,UP,15,yes,No StepBack,No StepBack,2008,2009
910,723,KKDA DN,21:42,MUPR,21:58,DN,16,yes,No StepBack,No StepBack,2251,None
353,732,PVGW DN,21:44,KKDA DN,22:50,DN,66,no,No StepBack,No StepBack,2364,2365
911,731,MUPR,21:45,KKDA UP,22:01,UP,16,yes,No StepBack,No StepBack,2225,None
547,715,PVGW UP,21:45,MKPD,22:00,UP,15,yes,No StepBack,No StepBack,2023,2024
354,745,KKDA UP,21:45,PVGW UP,22:51,UP,66,no,No StepBack,No StepBack,2188,2189
912,718,KKDA DN,21:50,MUPR,22:05,DN,15,yes,No StepBack,No StepBack,2267,None
548,749,PVGW UP,21:50,PVGW DN,22:29,UP,39,yes,No StepBack,No StepBack,2038,2399
355,730,KKDA UP,21:51,VND,21:58,UP,7,yes,No StepBack,No StepBack,2202,2204
356,747,PVGW DN,21:54,KKDA DN,23:00,DN,66,no,No StepBack,No StepBack,2373,2374
357,721,KKDA UP,21:55,PVGW UP,23:01,UP,66,no,No StepBack,No StepBack,2216,2217
549,705,PVGW UP,21:55,MKPD,22:10,UP,15,yes,No StepBack,No StepBack,2052,2053
913,746,MUPR,21:55,KKDA UP,22:10,UP,15,yes,No StepBack,No StepBack,2239,None
914,709,KKDA DN,21:57,MUPR,22:13,DN,16,yes,No StepBack,No StepBack,2278,None
915,723,MUPR,22:00,KKDA UP,22:15,UP,15,yes,No StepBack,No StepBack,2253,None
550,712,PVGW UP,22:00,PVGW DN,22:44,UP,44,yes,No StepBack,No StepBack,2063,2408
358,731,KKDA UP,22:01,VND,22:07,UP,6,yes,No StepBack,No StepBack,2226,2228
359,736,PVGW DN,22:04,KKDA DN,23:10,DN,66,no,No StepBack,No StepBack,2382,2383
916,703,KKDA DN,22:05,MUPR,22:20,DN,15,yes,No StepBack,No StepBack,2307,None
551,742,PVGW UP,22:05,MKPD,22:20,UP,15,yes,No StepBack,No StepBack,2077,2078
360,746,KKDA UP,22:10,PVGW UP,23:16,UP,66,no,No StepBack,No StepBack,2240,2241
917,718,MUPR,22:10,KKDA UP,22:25,UP,15,yes,No StepBack,No StepBack,2269,None
918,748,KKDA DN,22:12,MUPR,22:28,DN,16,yes,No StepBack,No StepBack,2326,None
361,719,PVGW DN,22:14,KKDA DN,23:20,DN,66,no,No StepBack,No StepBack,2391,2392
919,709,MUPR,22:15,KKDA UP,22:31,UP,16,yes,No StepBack,No StepBack,2280,None
362,723,KKDA UP,22:15,PVGW UP,23:21,UP,66,no,No StepBack,No StepBack,2254,2255
920,740,KKDA DN,22:20,MUPR,22:36,DN,16,yes,No StepBack,No StepBack,2333,None
552,724,PVGW UP,22:21,PVGW DN,22:59,UP,38,yes,No StepBack,No StepBack,2111,2417
363,718,KKDA UP,22:25,PVGW UP,23:31,UP,66,no,No StepBack,No StepBack,2270,2271
553,701,PVGW UP,22:26,MKPD,22:41,UP,15,yes,No StepBack,No StepBack,2125,2126
921,748,MUPR,22:28,MUPR DN SDG,22:48,UP,20,yes,No StepBack,No StepBack,2328,None
364,749,PVGW DN,22:29,KKDA DN,23:35,DN,66,no,No StepBack,No StepBack,2400,2401
922,729,KKDA DN,22:30,MUPR,22:46,DN,16,yes,No StepBack,No StepBack,2345,None
923,703,MUPR,22:30,KKDA UP,22:45,UP,15,yes,No StepBack,No StepBack,2309,None
554,726,PVGW UP,22:31,PVGW DN,23:14,UP,43,yes,No StepBack,No StepBack,2136,2426
365,709,KKDA UP,22:31,VND,22:37,UP,6,yes,No StepBack,No StepBack,2281,2283
565,740,MUPR,22:36,MUPR,22:53,DN,17,yes,No StepBack,No StepBack,2334,2335
0,711,KKDA UP,22:38,IPE,22:45,UP,7,yes,No StepBack,No StepBack,2292,None
924,707,KKDA DN,22:40,MUPR,22:56,DN,16,yes,No StepBack,No StepBack,2357,None
555,716,PVGW UP,22:41,MKPD,22:56,UP,15,yes,No StepBack,No StepBack,2164,2165
1,725,KKDA UP,22:43,IPE,22:49,UP,6,yes,No StepBack,No StepBack,2300,None
366,712,PVGW DN,22:44,KKDA DN,23:50,DN,66,no,No StepBack,No StepBack,2409,2410
367,703,KKDA UP,22:45,PVGW UP,23:51,UP,66,no,No StepBack,No StepBack,2310,2311
2,711,IPE,22:45,PVGW UP,23:44,UP,59,no,No StepBack,No StepBack,2293,None
566,729,MUPR,22:46,MUPR,23:08,DN,22,yes,No StepBack,No StepBack,2346,2347
556,720,PVGW UP,22:47,MKPD,23:02,UP,15,yes,No StepBack,No StepBack,2179,2180
3,725,IPE,22:49,VND,22:50,UP,1,yes,No StepBack,No StepBack,2302,None
925,732,KKDA DN,22:50,MUPR,23:06,DN,16,yes,No StepBack,No StepBack,2366,None
557,745,PVGW UP,22:51,MVPO DN PF,24:33:00,UP,102,no,No StepBack,No StepBack,2190,2434
4,706,KKDA UP,22:53,IPE,23:00,UP,7,yes,No StepBack,No StepBack,2318,None
926,740,MUPR,22:53,KKDA UP,23:08,UP,15,yes,No StepBack,No StepBack,2336,None
927,707,MUPR,22:56,SVVR,23:02,DN,6,yes,No StepBack,No StepBack,2358,None
368,724,PVGW DN,22:59,KKDA DN,24:05:00,DN,66,no,No StepBack,No StepBack,2418,2419
5,706,IPE,23:00,PVGW UP,23:59,UP,59,no,No StepBack,No StepBack,2319,None
928,747,KKDA DN,23:00,MUPR,23:16,DN,16,yes,No StepBack,No StepBack,2375,None
558,721,PVGW UP,23:01,DDSC SDG,24:12:00,UP,71,yes,No StepBack,No StepBack,2218,2437
567,732,MUPR,23:06,MUPR,23:25,DN,19,yes,No StepBack,No StepBack,2367,2368
369,707,SVVR,23:07,VND,23:37,UP,30,yes,No StepBack,No StepBack,2359,2361
370,740,KKDA UP,23:08,PVGW UP,24:14:00,UP,66,no,No StepBack,No StepBack,2337,2338
929,729,MUPR,23:08,KKDA UP,23:23,UP,15,yes,No StepBack,No StepBack,2348,None
930,736,KKDA DN,23:10,MUPR,23:26,DN,16,yes,No StepBack,No StepBack,2384,None
371,726,PVGW DN,23:14,KKDA DN,24:20:00,DN,66,no,No StepBack,No StepBack,2427,2428
931,747,MUPR,23:16,SVVR,23:22,DN,6,yes,No StepBack,No StepBack,2376,None
559,746,PVGW UP,23:16,DDSC DN PF,24:27:00,UP,71,yes,No StepBack,No StepBack,2242,2440
932,719,KKDA DN,23:20,MUPR,23:36,DN,16,yes,No StepBack,No StepBack,2393,None
560,723,PVGW UP,23:21,MKPD,23:36,UP,15,yes,No StepBack,No StepBack,2256,2257
372,729,KKDA UP,23:23,PVGW UP,24:29:00,UP,66,no,No StepBack,No StepBack,2349,2350
933,732,MUPR,23:25,MUPR 3RD SDG,23:45,UP,20,yes,No StepBack,No StepBack,2370,None
568,736,MUPR,23:26,MUPR,23:45,DN,19,yes,No StepBack,No StepBack,2385,2386
373,747,SVVR,23:27,VND,23:57,UP,30,yes,No StepBack,No StepBack,2377,2379
561,718,PVGW UP,23:31,MKPD,23:46,UP,15,yes,No StepBack,No StepBack,2272,2273
934,749,KKDA DN,23:35,MUPR,23:51,DN,16,yes,No StepBack,No StepBack,2402,None
935,719,MUPR,23:36,SVVR,23:42,DN,6,yes,No StepBack,No StepBack,2394,None
6,711,PVGW UP,23:44,MKPR,23:58,UP,14,yes,No StepBack,No StepBack,2294,None
936,736,MUPR,23:45,MUPR 4TH PF,24:05:00,UP,20,yes,No StepBack,No StepBack,2388,None
374,719,SVVR,23:47,VND,24:17:00,UP,30,yes,No StepBack,No StepBack,2395,2397
937,712,KKDA DN,23:50,MUPR,24:06:00,DN,16,yes,No StepBack,No StepBack,2411,None
938,749,MUPR,23:51,SVVR,23:57,DN,6,yes,No StepBack,No StepBack,2403,None
562,703,PVGW UP,23:51,MKPR DN PF,24:26:00,UP,35,yes,No StepBack,No StepBack,2312,2313
7,711,MKPR,23:58,MKPD,23:59,UP,1,yes,No StepBack,No StepBack,2295,None
8,706,PVGW UP,23:59,MKPR,24:13:00,UP,14,yes,No StepBack,No StepBack,2320,None
375,749,SVVR,24:02:00,VND,24:32:00,UP,30,yes,No StepBack,No StepBack,2404,2406
939,724,KKDA DN,24:05:00,MUPR,24:21:00,DN,16,yes,No StepBack,No StepBack,2420,None
940,712,MUPR,24:06:00,SVVR,24:12:00,DN,6,yes,No StepBack,No StepBack,2412,None
9,706,MKPR,24:13:00,MKPD,24:14:00,UP,1,yes,No StepBack,No StepBack,2321,None
563,740,PVGW UP,24:14:00,MKPD,24:29:00,UP,15,yes,No StepBack,No StepBack,2339,2340
376,712,SVVR,24:17:00,IPE 3RD PF,25:07:00,UP,50,yes,No StepBack,No StepBack,2413,2415
941,726,KKDA DN,24:20:00,MUPR,24:36:00,DN,16,yes,No StepBack,No StepBack,2429,None
569,724,MUPR,24:21:00,MUPR,24:40:00,DN,19,yes,No StepBack,No StepBack,2421,2422
564,729,PVGW UP,24:29:00,MKPD,24:44:00,UP,15,yes,No StepBack,No StepBack,2351,2352
942,726,MUPR,24:36:00,SVVR,24:42:00,DN,6,yes,No StepBack,No StepBack,2430,None
943,724,MUPR,24:40:00,MUPR DN PF,25:00:00,UP,20,yes,No StepBack,No StepBack,2424,None
576,726,SVVR,24:42:00,SVVR DN PF,25:02:00,UP,20,yes,No StepBack,No StepBack,2431,None
